# legalhist.whitelist candidates for OCR-corrupted reporter abbreviations (issue #247)
# source: moml_citations.citations_unlinked, spellings not in the whitelist with at least 20 rows, 2026-09-05
# 64189 such spellings, 6620354 rows
# rules: digit (a letter-flanked digit removed), confusion (one OCR letter confusion from
# ocrConfusions in go/citations/ocrvariant.go), digit_letter (a letter-flanked digit read as
# some letter; reported for review only, never seeded). Every corrected spelling is an exact
# entry of the whitelist as it stood when this ran; nothing is normalized. REVIEW BEFORE APPLYING.
# confidence is "canonical" when the corrected spelling is itself a reporter in legalhist.reporters,
# and "via-variant" when it is another whitelist variant that maps onward, in which case the
# proposal inherits that entry's looseness. A spelling whose readings reach more than one reporter
# is AMBIGUOUS when the runner-up's spellings are at least 10%% as frequent in the corpus as the
# winner's; TOJUNK when every reading lands on a junk entry; UNRESOLVED when none is whitelisted.
#
# count	reporter_found	corrected	reporter_standard	rule	confidence	example
#UNRESOLVED	664	"C"	"000 C ,, ,, 2"
#UNRESOLVED	664	"Car. & Marsh."	"1 Car. & Marsh. 03"
#UNRESOLVED	664	"L. .. Ex."	"0 L. .. Ex. 119"
#UNRESOLVED	664	"T. i."	"0 T. i. 138"
#UNRESOLVED	663	"Ves.)"	"0 Ves.) 22"
#UNRESOLVED	663	"stat. at large"	"0 stat. at large, 551"
#UNRESOLVED	662	"Am. Deec."	"00 Am. Deec. 144"
#UNRESOLVED	662	"Sim"	"0 Sim 013"
#UNRESOLVED	661	"F.T.C.D."	"151 F.T.C.D. 148"
#UNRESOLVED	661	"Q. D."	"0 Q. D. 02"
#UNRESOLVED	661	"Ss."	"000 Ss. 2"
#UNRESOLVED	661	"Yes. & B."	"10 Yes. & B. 349"
#UNRESOLVED	661	"lbs."	"000 lbs. 1"
#UNRESOLVED	660	"Chitty Cr. L."	"01 Chitty Cr. L. 272"
#UNRESOLVED	660	"New"	"000 New 3"
#UNRESOLVED	658	"(Bankruptcy Act"	"082 (Bankruptcy Act, 1861"
#UNRESOLVED	658	"Web."	"107 Web. 482"
#UNRESOLVED	657	"Ro."	"10 Ro. 1"
#UNRESOLVED	657	"r"	"000\n\t\t\tr 8"
#UNRESOLVED	656	"Esp. Cas."	"1 Esp. Cas. 1"
#UNRESOLVED	655	"A. K. Mar."	"1 A. K. Mar.\n\t\t\t1"
#UNRESOLVED	655	"S.)"	"011 S.) 283"
#UNRESOLVED	655	"SEc."	"00 SEc. 44"
#UNRESOLVED	655	"Tes."	"00 Tes. 119"
#UNRESOLVED	654	"Bla. Coin."	"12 Bla. Coin., 18"
#UNRESOLVED	654	"Va. Law Reg."	"10 Va. Law Reg. 001"
#UNRESOLVED	654	"Ves. &"	"13 Ves. & 13"
#UNRESOLVED	654	"last."	"10 last. 530"
#UNRESOLVED	654	"n. ."	"008 n. . 87"
#UNRESOLVED	653	"Blk."	"124 Blk., 2"
#UNRESOLVED	653	"Luz. L. R."	"0 Luz. L. R. 147"
#UNRESOLVED	652	"Bligh, R."	"0 Bligh, R. 110"
#UNRESOLVED	652	"b, note"	"02 b, note 5"
#UNRESOLVED	651	"IM. & W."	"10 IM. & W. 1"
#UNRESOLVED	651	"Maul. & S."	"113 Maul. & S. 328"
#UNRESOLVED	650	"Bligh."	"0 Bligh. 104"
#UNRESOLVED	650	"Cr. & Dix, C. C."	"1 Cr. & Dix, C. C. 0"
#UNRESOLVED	650	"Danby"	"162 Danby, 43"
#UNRESOLVED	650	"L.J., Q.B."	"0 L.J., Q.B., 329"
#UNRESOLVED	649	"C. E. Gr.)"	"0 C. E. Gr.) 200"
#UNRESOLVED	649	"L. J. P. D. & A."	"00 L. J. P. D. & A. 67"
#UNRESOLVED	649	"Roberts."	"103 Roberts. 4"
#UNRESOLVED	648	"Younge & Jerv."	"1 Younge & Jerv. 117"
#UNRESOLVED	647	"Ak."	"01 Ak. 111"
#UNRESOLVED	647	"Con. & Law."	"1 Con. & Law.\n\t\t\t1"
#UNRESOLVED	647	"Ferg. Pract."	"1 Ferg. Pract. 1002"
#UNRESOLVED	647	"Ired. L. (N. C.)"	"0 Ired. L. (N. C.) 00"
#UNRESOLVED	647	"Jac. I., c."	"121 Jac. I., c. 3"
#UNRESOLVED	647	"L . T."	"04 L . T. 9"
#UNRESOLVED	646	"C.."	"041 C.. 1012"
#UNRESOLVED	646	"Hurl. & Colt."	"1 Hurl. & Colt. 00"
#UNRESOLVED	646	"N. P. (N.S.)"	"0 N. P.\n\t\t\t(N.S.) 017"
#UNRESOLVED	646	"P.Wms."	"1 P.Wms. 09"
#UNRESOLVED	646	"Phillips on Ins."	"1 Phillips on Ins. 1"
#UNRESOLVED	646	"Vera."	"10 Vera. 410"
#UNRESOLVED	646	"Y. & C. Ch."	"1 Y. & C. Ch. 0"
#UNRESOLVED	645	"Comp. Laws"	"01 Comp. Laws 1909"
#UNRESOLVED	645	"Ed. VI. c."	"0 Ed. VI. c. 4"
#UNRESOLVED	645	"L. It."	"001 L. It., 1"
#UNRESOLVED	645	"Park. Crim. Rep."	"0 Park. Crim. Rep. 108"
#UNRESOLVED	645	"a, pl."	"07 a, pl. 18"
#UNRESOLVED	645	"nst."	"11 nst. 165"
#UNRESOLVED	644	"Moor"	"01\n\t\t\tMoor, 342"
#UNRESOLVED	643	"Alter"	"140 Alter 7"
#UNRESOLVED	643	"App. Cases"	"0 App. Cases 65"
#UNRESOLVED	642	"Almon"	"322 Almon, 6"
#UNRESOLVED	642	"Camlp."	"1 Camlp. 1"
#UNRESOLVED	642	"H. L. at p."	"0 H. L. at p. 390"
#UNRESOLVED	642	"Har. & Gill"	"186 Har. & Gill 305"
#UNRESOLVED	642	"L. R. A"	"00 L. R. A, 274"
#UNRESOLVED	642	"Saund. Rep."	"11 Saund. Rep. 121"
#UNRESOLVED	642	"bis."	"052 bis. 10"
#UNRESOLVED	641	"Burt."	"1 Burt. 1"
#UNRESOLVED	641	"Cromp."	"123 Cromp. 41"
#UNRESOLVED	641	"L. J. (Q."	"00 L. J. (Q. 1"
#UNRESOLVED	641	"Rolle"	"111 Rolle, 514"
#UNRESOLVED	640	"Balk."	"0 Balk. 2"
#UNRESOLVED	640	"Saund. R."	"111 Saund. R. 300"
#UNRESOLVED	639	"(O. H.)"	"02 (O. H.), 40"
#UNRESOLVED	639	"Allsop"	"Allsop 1"
#UNRESOLVED	639	"Hurl. & Nor."	"0 Hurl. & Nor. 733"
#UNRESOLVED	639	"Louisiana"	"00 Louisiana 25"
#UNRESOLVED	639	"Times"	"0 Times 1"
#UNRESOLVED	639	"Under"	"000 Under 3"
#UNRESOLVED	639	"i i"	"010 i i 1"
#UNRESOLVED	638	"Ev. Poth."	"1 Ev. Poth. 1"
#UNRESOLVED	638	"M. &. W."	"0 M. &. W. 377"
#UNRESOLVED	637	"A. S."	"017 A. S. 11"
#UNRESOLVED	637	"Strobhart"	"1 Strobhart 1"
#UNRESOLVED	636	"Ir. Jur. O. S."	"0 Ir. Jur. O. S. 104"
#UNRESOLVED	634	"Ld. Red."	"0 Ld. Red. 19"
#UNRESOLVED	634	"Stat. at large"	"0 Stat. at large, 2"
#UNRESOLVED	634	"T.."	"010 T.. 6111"
#UNRESOLVED	634	"W. & M. st."	"1 W. & M.\n\t\t\tst. 1"
#UNRESOLVED	632	"C. L. Rep."	"10 C. L. Rep., 1"
#UNRESOLVED	632	"Jarm."	"14 Jarm. 1"
#UNRESOLVED	632	"Southard"	"13 Southard, 1"
#UNRESOLVED	631	"B"	"00 B\n\t\t\t400"
#UNRESOLVED	631	"Mi. & W."	"0 Mi. & W. 1"
#UNRESOLVED	630	"Str. R."	"1 Str. R. 013"
#UNRESOLVED	629	"Ho. Lo. Ca."	"0 Ho. Lo. Ca. 113"
#UNRESOLVED	628	"D. & ."	"0 D. & . 038"
#UNRESOLVED	628	"D. N. S."	"16 D. N. S. 557"
#UNRESOLVED	628	"E."	"000\n\t\t\tE. 109"
#UNRESOLVED	627	"Eliz. ch."	"05 Eliz. ch. 9"
#UNRESOLVED	627	"PART"	"008 PART 1"
#UNRESOLVED	627	"W. BL"	"11 W. BL 657"
#UNRESOLVED	627	"nature of"	"003 nature of, 998"
#UNRESOLVED	626	"L.J. C. P."	"0 L.J. C. P. 365"
#UNRESOLVED	626	"Swinton"	"127 Swinton, 38"
#UNRESOLVED	626	"alnd"	"000 alnd 0"
#UNRESOLVED	625	"Coms."	"14\n\t\t\tComs. 2"
#UNRESOLVED	625	"Tr."	"034 Tr. 57"
#UNRESOLVED	624	"A. I)."	"012 A. I). 2441"
#UNRESOLVED	624	"G. c."	"0 G. c. 10"
#UNRESOLVED	624	"L. C. Eq."	"12 L. C. Eq. 7"
#UNRESOLVED	624	"Tayler"	"131 Tayler, 119"
#UNRESOLVED	623	". i"	"000 . i 9"
#UNRESOLVED	623	"C. M. &"	"1 C. M. &\n\t\t\t1"
#UNRESOLVED	623	"Mss."	"006 Mss., 56"
#UNRESOLVED	623	"Pa. L. J."	"0 Pa. L. J. 178"
#UNRESOLVED	623	"Ry."	"001 Ry. 5"
#UNRESOLVED	623	"Savill"	"558 Savill 12"
#UNRESOLVED	622	"R. S., p."	"12 R. S., p. 633"
#UNRESOLVED	622	"on p."	"0 on p. 228"
#UNRESOLVED	621	"L. . Q. B."	"00 L. . Q. B. 1"
#UNRESOLVED	621	"L.J. Oh."	"00 L.J. Oh. 043"
#UNRESOLVED	621	"Lom. Dig."	"1 Lom. Dig. 100"
#UNRESOLVED	621	"Swanston"	"1 Swanston 10"
#UNRESOLVED	620	"Alimony"	"101 Alimony, 28"
#UNRESOLVED	620	"Dandy"	"731 Dandy 153"
#UNRESOLVED	620	"So. L. R."	"12 So. L. R. 274"
#UNRESOLVED	620	"cents"	"00 cents 1914"
#UNRESOLVED	618	"Blackstone"	"01 Blackstone, 2"
#UNRESOLVED	618	"I. Ed."	"0 I. Ed. 1"
#UNRESOLVED	618	"The Act of"	"00 The Act of 1868"
#UNRESOLVED	617	"Bos. &"	"1 Bos.\n\t\t\t& 1"
#UNRESOLVED	617	"New. Rep."	"1 New. Rep. 1"
#UNRESOLVED	616	"CH."	"001 CH. 11"
#UNRESOLVED	616	"Q. BI."	"0 Q. BI. 4"
#UNRESOLVED	616	"Wilmer"	"Wilmer, 00"
#UNRESOLVED	614	"Campb"	"004 Campb, 31"
#UNRESOLVED	614	"Ch. C."	"10 Ch. C. 474"
#UNRESOLVED	614	"R. St."	"02 R. St. 583"
#UNRESOLVED	614	"Rul. Cas."	"0 Rul. Cas. 1"
#UNRESOLVED	614	"W. L. R."	"07 W. L. R. 183"
#UNRESOLVED	614	"Wine"	"0 Wine, 2"
#UNRESOLVED	614	"per cent to"	"01 per cent to 5"
#UNRESOLVED	613	"(R."	"001 (R. 1"
#UNRESOLVED	613	"Bankr. Reg."	"0 Bankr. Reg. 284"
#UNRESOLVED	613	"El. Bl. & El."	"1 El. Bl. & El. 1"
#UNRESOLVED	613	"Sandford"	"10 Sandford, 1"
#UNRESOLVED	613	"Westmoreland"	"118 Westmoreland 211"
#UNRESOLVED	612	"(i."	"001 (i. 132"
#UNRESOLVED	612	"Allgood"	"398\n\t\t\tAllgood, 1447"
#UNRESOLVED	612	"MAe."	"01 MAe. 298"
#UNRESOLVED	612	"S. .."	"01 S. .. 77"
#UNRESOLVED	612	"inches by"	"032 inches by 1"
#UNRESOLVED	611	"Crimpb."	"1 Crimpb. 04"
#UNRESOLVED	611	"E. and B."	"0 E. and B., 870"
#UNRESOLVED	611	"L. J., P. C."	"02 L. J., P. C. 17"
#UNRESOLVED	611	"Ry. & M."	"11 Ry. & M. 4"
#UNRESOLVED	611	"W.. ."	"10 W.. . 1"
#UNRESOLVED	610	"C & P."	"0 C & P. 147"
#UNRESOLVED	610	"Canipb."	"1 Canipb. 1"
#UNRESOLVED	610	"Chic. L. N."	"0 Chic. L. N. 135"
#UNRESOLVED	610	"Sell. & Les."	"1 Sell. & Les. 0"
#UNRESOLVED	610	"Vea"	"0 Vea, 812"
#UNRESOLVED	610	"ast"	"000 ast 1"
#UNRESOLVED	609	"Danv."	"1 Danv. 12"
#UNRESOLVED	609	"Moo. & Sc."	"1 Moo. & Sc. 028"
#UNRESOLVED	608	"Aik. (Vt.)"	"1 Aik. (Vt.) 05"
#UNRESOLVED	608	"Hatsell"	"0 Hatsell, 1"
#UNRESOLVED	608	"Ped."	"07 Ped. 1"
#UNRESOLVED	608	"Story, C. C."	"12 Story, C. C., 607"
#UNRESOLVED	607	"Bl. C."	"13 Bl. C. 0"
#UNRESOLVED	607	"vols. in"	"0 vols. in 3"
#UNRESOLVED	606	"Hen.VI."	"0 Hen.VI. 1432"
#UNRESOLVED	606	"L. B."	"025 L. B., 1"
#UNRESOLVED	605	"Am. S. R."	"0 Am. S. R. 4"
#UNRESOLVED	605	"Asp. M.C."	"0 Asp. M.C. 04"
#UNRESOLVED	605	"Ass. p."	"10 Ass. p. 14"
#UNRESOLVED	605	"Const. Rep."	"1 Const. Rep.\n\t\t\t1"
#UNRESOLVED	605	"Town"	"00 Town, 28"
#UNRESOLVED	605	"Youngs"	"130 Youngs 1"
#UNRESOLVED	604	"Irish Eq."	"10 Irish Eq. 132"
#UNRESOLVED	604	"L. J. O. P."	"10 L. J. O. P. 1"
#UNRESOLVED	604	"Tyr. & G."	"11 Tyr. & G. 742"
#UNRESOLVED	604	"Verney"	"118 Verney, 1"
#UNRESOLVED	602	"Ad. & El. N. S."	"0 Ad. & El. N. S. 16"
#UNRESOLVED	602	"Hal."	"0 Hal. 84"
#UNRESOLVED	602	"K. I."	"04 K. I. 124"
#UNRESOLVED	602	"P. Win."	"1 P. Win. 01"
#UNRESOLVED	602	"Rep. Con. Ct."	"1 Rep. Con. Ct. 100"
#UNRESOLVED	602	"Siml."	"0 Siml. 115"
#UNRESOLVED	602	"per cent"	"00 per cent, 0"
#UNRESOLVED	601	"Hutchings"	"12 Hutchings, 24"
#UNRESOLVED	601	"Ir. C. L. Rep."	"0 Ir. C. L. Rep. 1"
#UNRESOLVED	601	"Irvine"	"021 Irvine, 13"
#UNRESOLVED	601	"Jur"	"0 Jur, 1"
#UNRESOLVED	601	"cited, p."	"000 cited, p. 2489"
#UNRESOLVED	600	"An. St. Rep."	"01 An. St. Rep. 209"
#UNRESOLVED	600	"Bro. P."	"0 Bro. P. 0"
#UNRESOLVED	600	"M. & W. at p."	"0 M. & W. at p. 46"
#UNRESOLVED	600	"W. IL"	"0 W. IL 291"
#UNRESOLVED	600	"ing."	"09 ing. 82"
#UNRESOLVED	599	"Bro. & Bing."	"1 Bro. & Bing. 1"
#UNRESOLVED	599	"MI. & G."	"0 MI. & G. 100"
#UNRESOLVED	599	"P. Wins"	"1 P. Wins, 00"
#UNRESOLVED	598	"Schoales & L."	"1 Schoales & L. 1"
#UNRESOLVED	597	"Bleav."	"0 Bleav. 1"
#UNRESOLVED	597	"E"	"00\n\t\t\tE 990"
#UNRESOLVED	597	"G. Greene (Iowa)"	"1 G. Greene (Iowa) 04"
#UNRESOLVED	597	"I. L. R."	"01 I. L. R. 130"
#UNRESOLVED	597	"L. T. Jo."	"00 L. T. Jo. 232"
#UNRESOLVED	597	"Oa."	"00 Oa. 17"
#UNRESOLVED	597	"Sees."	"010 Sees. 10"
#UNRESOLVED	597	"Westin."	"1 Westin. 1275"
#UNRESOLVED	597	"Y. & Col."	"1 Y. & Col. 0"
#UNRESOLVED	597	"over"	"000 over 1"
#UNRESOLVED	596	"Allanson"	"Allanson 003"
#UNRESOLVED	596	"L. J. Cll."	"00 L. J. Cll. 128"
#UNRESOLVED	595	"Amer. R."	"0 Amer. R. 173"
#UNRESOLVED	595	"bid."	"000 bid. 10"
#UNRESOLVED	594	"Amounting to"	"000 Amounting to 00"
#UNRESOLVED	594	"Vict. L. R."	"071 Vict. L. R. 471"
#UNRESOLVED	594	"service of"	"015 service of, 1015"
#UNRESOLVED	593	"(Trustee Act"	"00 (Trustee Act, 150"
#UNRESOLVED	593	"Beasley"	"1 Beasley, 1"
#UNRESOLVED	593	"H. & H."	"11 H. & H. 33"
#UNRESOLVED	593	"Jarm. on Wills"	"1 Jarm. on Wills, 05"
#UNRESOLVED	592	"(leo."	"0 (leo. 11"
#UNRESOLVED	592	"Bis."	"0 Bis. 16"
#UNRESOLVED	592	"M. & W"	"0 M. & W 14"
#UNRESOLVED	591	"Am. St. Rel)."	"00 Am. St. Rel). 130"
#UNRESOLVED	591	"Madd. Ch."	"1 Madd. Ch. 1"
#UNRESOLVED	591	"Stockt. (N. J.)"	"1 Stockt. (N. J.) 024"
#UNRESOLVED	591	"b. n."	"06 b. n. 1"
#UNRESOLVED	591	"lling."	"0 lling. 17"
#UNRESOLVED	590	"Act."	"000 Act.\n\t\t\t47"
#UNRESOLVED	590	"M & W."	"0 M & W. 505"
#UNRESOLVED	589	"Ala. N. S."	"0 Ala. N. S. 120"
#UNRESOLVED	589	"T, R."	"0 T, R. 177"
#UNRESOLVED	588	"Allyn"	"13 Allyn 11"
#UNRESOLVED	588	"St. L."	"0 St. L. 108"
#UNRESOLVED	588	"ib. ib."	"00 ib. ib. 594"
#UNRESOLVED	587	"Nevada"	"00 Nevada 1"
#UNRESOLVED	586	"supra."	"001 supra. 2"
#UNRESOLVED	585	"Asp. N.S."	"1 Asp. N.S. 1"
#UNRESOLVED	585	"Ca. Ch."	"1 Ca. Ch. 0"
#UNRESOLVED	585	"II. L. Ca."	"0 II. L. Ca. 1"
#UNRESOLVED	585	"L. J. (cn.)"	"00 L. J. (cn.)\n\t\t\t292"
#UNRESOLVED	585	"Ro. Ab."	"12 Ro. Ab. 92"
#UNRESOLVED	585	"inst."	"16 inst.\n\t\t\t253"
#UNRESOLVED	584	"Barn. & Cresw."	"0 Barn. & Cresw. 388"
#UNRESOLVED	584	"Cond."	"10 Cond.\n\t\t\t323"
#UNRESOLVED	584	"Hawk. P. C. ch."	"11 Hawk. P. C. ch. 73"
#UNRESOLVED	584	"Id"	"002 Id\n\t\t\t304"
#UNRESOLVED	584	"Q. B. D. (C. A.)"	"0 Q. B. D. (C. A.) 354"
#UNRESOLVED	584	"Story (U. S.)"	"1 Story (U. S.) 014"
#UNRESOLVED	584	"W. C. C. R."	"1 W. C. C. R. 100"
#UNRESOLVED	583	"Best & Sm."	"0 Best & Sm. 723"
#UNRESOLVED	583	"I. ed."	"0 I. ed. 700"
#UNRESOLVED	583	"Term Reports"	"0 Term Reports, 108"
#UNRESOLVED	583	"pi."	"0 pi. 2"
#UNRESOLVED	582	". iii."	"005 . iii. 5"
#UNRESOLVED	582	"Aml. St. Rep."	"01 Aml. St. Rep. 70"
#UNRESOLVED	582	"Canpb."	"1 Canpb. 1"
#UNRESOLVED	582	"Mood. & R."	"1 Mood. & R. 02"
#UNRESOLVED	582	"Old."	"02 Old. 2"
#UNRESOLVED	582	"Post"	"000 Post 10"
#UNRESOLVED	582	"S . ."	"012 S . . 588"
#UNRESOLVED	582	"Winterton"	"239 Winterton 512"
#UNRESOLVED	581	"(Judicature Act"	"009 (Judicature Act, 1875"
#UNRESOLVED	581	". J."	"00 . J.\n\t\t\t188"
#UNRESOLVED	581	"Danks"	"733 Danks, 175"
#UNRESOLVED	581	"J. C."	"00 J. C. 3"
#UNRESOLVED	581	"L. J. (cu.)"	"00 L. J. (cu.) 783"
#UNRESOLVED	581	"M. & B."	"0 M. & B. 110"
#UNRESOLVED	581	"Mr."	"000 Mr. 3"
#UNRESOLVED	581	"See ante, pp."	"0 See ante, pp. 1061"
#UNRESOLVED	580	"C. )."	"02 C. ). 565"
#UNRESOLVED	580	"L. J. K.B."	"0 L. J. K.B. 51"
#UNRESOLVED	580	"Q(."	"0 Q(. 1"
#UNRESOLVED	580	"Roper"	"10 Roper, 891"
#UNRESOLVED	580	"with"	"000 with\n\t\t\t1"
#UNRESOLVED	579	"Alderton"	"179 Alderton 9"
#UNRESOLVED	579	"Aml. Rep."	"0 Aml. Rep. 0"
#UNRESOLVED	579	"Atkins"	"016 Atkins 9"
#UNRESOLVED	579	"Nev. &"	"0 Nev. & 1"
#UNRESOLVED	579	"a.m. and"	"00 a.m. and 4"
#UNRESOLVED	579	"s ."	"00 s . 19"
#UNRESOLVED	578	". II."	"01 . II. 248"
#UNRESOLVED	578	"Jones L. (N. C.)"	"0 Jones L. (N. C.) 204"
#UNRESOLVED	578	"L.T., N.S."	"10 L.T., N.S. 131"
#UNRESOLVED	578	"Murphey"	"169 Murphey, 196"
#UNRESOLVED	578	"anid"	"000 anid 1"
#UNRESOLVED	577	"Ist."	"12 Ist. 65"
#UNRESOLVED	577	"Jenkins."	"1 Jenkins. 229"
#UNRESOLVED	577	"M. W."	"0 M. W. 005"
#UNRESOLVED	577	"Rob.)"	"1 Rob.) 009"
#UNRESOLVED	577	"Winm."	"0 Winm. 4"
#UNRESOLVED	577	"b. bis."	"100 b. bis. 111"
#UNRESOLVED	576	"Chitt. R."	"112 Chitt. R. 80"
#UNRESOLVED	576	"FORM"	"00\n\t\t\tFORM 1"
#UNRESOLVED	576	"N. Y. Ann. Cas."	"0 N. Y. Ann. Cas. 405"
#UNRESOLVED	576	"instead of"	"000 instead of 1"
#UNRESOLVED	575	"Chas."	"00 Chas. 0"
#UNRESOLVED	575	"Mau. & S."	"1 Mau. & S. 111"
#UNRESOLVED	575	"Morell"	"0 Morell, 30"
#UNRESOLVED	575	"Popplewell"	"212 Popplewell, 1"
#UNRESOLVED	575	"W. W. & H."	"0 W. W. & H. 405"
#UNRESOLVED	574	"Am. St. Rep"	"01 Am. St. Rep, 57"
#UNRESOLVED	573	"Note"	"00 Note 1"
#UNRESOLVED	573	"P. Div."	"0 P. Div. 128"
#UNRESOLVED	573	"Statute"	"01 Statute 1"
#UNRESOLVED	572	"Alil."	"010 Alil. 444"
#UNRESOLVED	572	"Burleson"	"Burleson, 0"
#UNRESOLVED	572	"Ch D."	"10 Ch D. 100"
#UNRESOLVED	572	"HI. & N."	"0 HI. & N. 202"
#UNRESOLVED	572	"I. L. T. It."	"0 I. L. T. It. 09"
#UNRESOLVED	572	"Keen."	"12 Keen. 584"
#UNRESOLVED	572	"N. F.."	"04 N. F.. 875"
#UNRESOLVED	571	"A. C. at p."	"001 A. C. at p. 635"
#UNRESOLVED	571	"Vn."	"00 Vn. 451"
#UNRESOLVED	570	"Andrade"	"Andrade, 0"
#UNRESOLVED	570	"S. & G."	"1 S. & G. 01"
#UNRESOLVED	569	"L. J. . C."	"00 L. J. . C. 11"
#UNRESOLVED	569	"L. R. H. L."	"0 L. R. H. L. 83"
#UNRESOLVED	567	"Belgium"	"0 Belgium, 166"
#UNRESOLVED	567	"C. C. P."	"009 C. C. P. 3010"
#UNRESOLVED	567	"Chr. Rob."	"1 Chr. Rob. 1"
#UNRESOLVED	567	"D"	"01\n\t\t\tD 4"
#UNRESOLVED	567	"James I. c."	"13 James I. c. 138"
#UNRESOLVED	566	"Alliance"	"056 Alliance 484"
#UNRESOLVED	566	"N. B. I."	"0 N. B. I. 2"
#UNRESOLVED	566	"See section"	"03 See section 15"
#UNRESOLVED	566	"cwt."	"000 cwt. 1"
#UNRESOLVED	565	"Alai."	"00 Alai. 3111"
#UNRESOLVED	565	"Comp. Stat."	"041 Comp. Stat. 19"
#UNRESOLVED	565	"let."	"01 let. 462"
#UNRESOLVED	565	"t. S."	"013 t. S. 352"
#UNRESOLVED	564	"(H. L.)"	"103\n\t\t\t(H. L.) 1878"
#UNRESOLVED	564	"B. &P."	"12 B. &P. 138"
#UNRESOLVED	564	"Bro. Rep."	"1 Bro. Rep. 1"
#UNRESOLVED	564	"Chitty PI."	"101 Chitty PI. 190"
#UNRESOLVED	564	"Cox C.C."	"10 Cox C.C. 155"
#UNRESOLVED	564	"H. P. C."	"0 H. P. C. 301"
#UNRESOLVED	564	"I. R. A."	"07 I. R. A. 481"
#UNRESOLVED	564	"Mars."	"100 Mars. 3"
#UNRESOLVED	564	"O. C. C."	"0 O. C. C. 108"
#UNRESOLVED	563	"Jas"	"02 Jas 2"
#UNRESOLVED	563	"Le."	"11 Le., 28"
#UNRESOLVED	563	"cents to"	"00 cents to 1"
#UNRESOLVED	562	"Am. Doe."	"00 Am. Doe. 560"
#UNRESOLVED	562	"Crim. Law Mag."	"10 Crim. Law Mag. 182"
#UNRESOLVED	562	"Ell. &"	"0 Ell. & 1"
#UNRESOLVED	562	"W.S."	"0 W.S. 277"
#UNRESOLVED	562	"WV. ."	"10 WV. . 1"
#UNRESOLVED	562	"Yount"	"8 Yount, 7"
#UNRESOLVED	561	"A. R. R."	"004 A. R. R. 358"
#UNRESOLVED	561	"I &"	"002 I & 2"
#UNRESOLVED	561	"It"	"000 It\n\t\t\t2"
#UNRESOLVED	561	"Martinnant"	"Martinnant 1"
#UNRESOLVED	561	"R. (J.C.)"	"10 R. (J.C.) 10"
#UNRESOLVED	561	"Steph. N. P."	"11 Steph. N. P. 180"
#UNRESOLVED	561	"WV. I."	"0 WV. I. 35"
#UNRESOLVED	561	"in Scotland"	"000 in Scotland, 4500"
#UNRESOLVED	560	"Ad. & EL"	"0 Ad. & EL 136"
#UNRESOLVED	560	"Allister"	"1 Allister, 22"
#UNRESOLVED	560	"Ami. Dec."	"00 Ami. Dec. 177"
#UNRESOLVED	560	"B. &. C."	"0 B. &. C. 009"
#UNRESOLVED	560	"Bred. & Bing."	"1 Bred. & Bing. 10"
#UNRESOLVED	560	"Ch. ."	"0 Ch. . 078"
#UNRESOLVED	559	"Chit. Arch."	"1 Chit. Arch. 040"
#UNRESOLVED	559	"Det. L. N."	"0 Det. L. N. 242"
#UNRESOLVED	559	"Hull"	"00 Hull, 172"
#UNRESOLVED	559	"Pearson"	"0 Pearson, 1886"
#UNRESOLVED	559	"forms of"	"007 forms of, 988"
#UNRESOLVED	558	"M. A."	"0 M. A. 110"
#UNRESOLVED	558	"Pa"	"001 Pa, 1801"
#UNRESOLVED	558	"Park. C. R."	"0 Park. C. R. 155"
#UNRESOLVED	558	"W. C. B."	"1 W. C. B. 102"
#UNRESOLVED	558	"what is"	"018\n\t\t\twhat is, 370"
#UNRESOLVED	557	"Hlill"	"0 Hlill, 453"
#UNRESOLVED	557	"Jacob."	"0 Jacob.\n\t\t\t7"
#UNRESOLVED	557	"Tuckerman"	"107 Tuckerman, 33"
#UNRESOLVED	556	"A. E."	"0 A. E. 179"
#UNRESOLVED	556	"Andrus"	"Andrus, 071"
#UNRESOLVED	556	"Davids"	"3 Davids, 2"
#UNRESOLVED	556	"Equity Rule"	"00 Equity Rule 92"
#UNRESOLVED	556	"Esp"	"014 Esp, 187"
#UNRESOLVED	556	"Jun."	"000\n\t\t\tJun. 4"
#UNRESOLVED	556	"N. l."	"00 N. l. 245"
#UNRESOLVED	556	"P. Wm."	"1 P. Wm. 10"
#UNRESOLVED	556	"Q. . D."	"09 Q. . D. 679"
#UNRESOLVED	556	"X. ."	"006 X. . 501"
#UNRESOLVED	555	"Al.."	"01 Al.. 71"
#UNRESOLVED	555	"B.C. C."	"14 B.C. C. 272"
#UNRESOLVED	555	"East P."	"15 East P. 187"
#UNRESOLVED	555	"Q. B. (C. A.)"	"10 Q. B. (C. A.) 553"
#UNRESOLVED	555	"Times L. It."	"0 Times L. It. 285"
#UNRESOLVED	555	"a. n."	"02 a. n. 6"
#UNRESOLVED	554	"AM. & S."	"1 AM. & S. 101"
#UNRESOLVED	554	"Add. Ec."	"1 Add. Ec. 1"
#UNRESOLVED	554	"Eng. Law and Eq."	"0 Eng. Law and Eq. 286"
#UNRESOLVED	554	"Fitzgibbon"	"14 Fitzgibbon, 106"
#UNRESOLVED	554	"J. S."	"001 J. S. 21"
#UNRESOLVED	554	"Mont. and Ayr."	"10 Mont. and Ayr. 211"
#UNRESOLVED	554	"N. B. B."	"0 N. B. B. 252"
